Cruise_ID1,Cruise_ID2,Cruise_number,leg,cast,Date,Analyzed_by,lon_n,lat_n,lon,lat,year,month,day,depth_bottom,Date_time_local,time_start_local,time_end_local,time_start_UTC,time_end_UTC,Date_time_UTC,sample_number,depth,Tot_Chl_a,Tot_Chl_b,Tot_Chl_c,alpha_beta_Car,alpha_Car,beta_Car,But_fuco,Hex_fuco,Allo,Diadino,Diato,Fuco,Perid,Zea,MV_Chl_a,DV_Chl_a,Chlide_a,Chl_a_allom,Chl_a_prime,MV_Chl_b,DV_Chl_b,Chl_c1,Chl_c2,Chl_c1c2,Chl_c3,Lut,Neo,Viola,Phytin_a,Phide_a,Pras,Anth,Gyro,TChl,PPC,PSC,PSP,Tcar,Tacc,Tpg,DP,Tacc_TChla,PSC_Tcar,PPC_Tcar,TChl_Tcar,PPC_Tpg,PSP_Tpg,TChla_Tpg,mPF,nPF,pPF,Fluor_Chl_a,Fluor_Phaeo,Comments
93HG_163,CAR-163,163,3,4,20091110,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4022,10.3019,2009,11,10,1380,2009-11-10T04:35:00,04:35,04:54,09:04,09:23,2009-11-10T09:05:00,C163_3_4_11,75,0.331,0.151,0.079,0.025,nd,nd,0.026,0.063,0.004,0.006,-9999.0,0.046,-9999.0,0.012,0.267,0.064,-9999.0,nd,nd,0.046,0.105,nd,nd,0.035,0.044,-9999.0,0.002,0.001,0.008,0.013,-9999.0,nd,-9999.0,0.561,0.047,0.135,0.696,0.182,0.412,0.743,0.302,1.24,0.74,0.26,3.08,0.06,0.94,0.45,0.15,0.31,0.54,0.23,0.51,spreadsheet originally said 'C163_1; not C163_3'
93HG_163,CAR-163,163,3,4,20091110,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4022,10.3019,2009,11,10,1380,2009-11-10T04:35:00,04:35,04:54,09:04,09:23,2009-11-10T09:05:00,C163_3_4_12,100,0.207,0.137,0.049,0.021,nd,nd,0.017,0.037,0.002,0.005,-9999.0,0.026,-9999.0,0.01,0.153,0.054,-9999.0,nd,nd,0.027,0.11,nd,nd,0.021,0.028,-9999.0,-9999.0,-9999.0,0.006,0.004,-9999.0,nd,-9999.0,0.393,0.038,0.08,0.473,0.118,0.304,0.511,0.229,1.47,0.68,0.32,3.33,0.07,0.93,0.41,0.11,0.24,0.64,0.18,0.27,spreadsheet originally said 'C163_1; not C163_3'
93HG_164,CAR-164,164,1,4,20091208,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.2968,2009,12,8,1380,2009-12-08T04:35:00,04:35,05:06,09:04,09:35,2009-12-08T09:05:00,C164_1_4_1,1,0.213,0.028,0.043,0.014,nd,nd,0.005,0.025,-9999.0,0.013,-9999.0,0.04,0.008,0.034,0.167,0.04,0.006,nd,nd,0.017,0.011,nd,nd,0.024,0.019,-9999.0,-9999.0,-9999.0,-9999.0,0.011,-9999.0,nd,-9999.0,0.284,0.061,0.078,0.362,0.139,0.21,0.423,0.14,0.99,0.56,0.44,2.04,0.14,0.86,0.5,0.34,0.21,0.44,0.23,0.13,None
93HG_164,CAR-164,164,1,4,20091208,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.2968,2009,12,8,1380,2009-12-08T04:35:00,04:35,05:06,09:04,09:35,2009-12-08T09:05:00,C164_1_4_1,1,0.239,0.028,0.045,0.015,nd,nd,0.007,0.028,-9999.0,0.015,0.001,0.046,0.007,0.037,0.189,0.045,0.004,nd,nd,0.016,0.012,nd,nd,0.024,0.021,-9999.0,-9999.0,0.001,-9999.0,0.009,-9999.0,nd,-9999.0,0.312,0.068,0.088,0.4,0.156,0.229,0.468,0.153,0.96,0.56,0.44,2.0,0.15,0.85,0.51,0.35,0.23,0.42,0.23,0.13,None
93HG_164,CAR-164,164,1,4,20091208,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.2968,2009,12,8,1380,2009-12-08T04:35:00,04:35,05:06,09:04,09:35,2009-12-08T09:05:00,C164_1_4_3,7,0.232,0.026,0.039,0.014,nd,nd,0.005,0.022,-9999.0,0.015,-9999.0,0.044,0.006,0.035,0.187,0.041,0.003,nd,nd,0.015,0.011,nd,nd,0.021,0.018,-9999.0,-9999.0,-9999.0,0.004,0.007,-9999.0,nd,-9999.0,0.297,0.064,0.077,0.374,0.141,0.206,0.438,0.138,0.89,0.55,0.45,2.11,0.15,0.85,0.53,0.36,0.2,0.44,0.2,0.15,None
93HG_164,CAR-164,164,1,4,20091208,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.2968,2009,12,8,1380,2009-12-08T04:35:00,04:35,05:06,09:04,09:35,2009-12-08T09:05:00,C164_1_4_5,15,0.229,0.025,0.042,0.014,nd,nd,0.005,0.024,-9999.0,0.014,0.001,0.046,0.007,0.034,0.184,0.042,0.004,nd,nd,0.015,0.01,nd,nd,0.023,0.019,-9999.0,-9999.0,-9999.0,-9999.0,0.01,-9999.0,nd,-9999.0,0.296,0.063,0.082,0.378,0.145,0.212,0.441,0.141,0.93,0.57,0.43,2.04,0.14,0.86,0.52,0.38,0.21,0.42,0.22,0.15,None
93HG_164,CAR-164,164,1,4,20091208,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.2968,2009,12,8,1380,2009-12-08T04:35:00,04:35,05:06,09:04,09:35,2009-12-08T09:05:00,C164_1_4_7,25,0.239,0.027,0.046,0.014,nd,nd,0.005,0.025,-9999.0,0.015,0.001,0.049,0.007,0.034,0.195,0.041,0.004,nd,nd,0.017,0.01,nd,nd,0.025,0.021,-9999.0,-9999.0,-9999.0,-9999.0,0.013,-9999.0,nd,-9999.0,0.312,0.064,0.086,0.398,0.15,0.223,0.462,0.147,0.93,0.57,0.43,2.08,0.14,0.86,0.52,0.38,0.2,0.41,0.23,0.16,None
93HG_164,CAR-164,164,1,4,20091208,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.2968,2009,12,8,1380,2009-12-08T04:35:00,04:35,05:06,09:04,09:35,2009-12-08T09:05:00,C164_1_4_9,35,0.449,0.085,0.106,0.027,nd,nd,0.014,0.07,0.002,0.014,0.001,0.092,0.012,0.031,0.356,0.083,0.01,nd,nd,0.037,0.048,nd,nd,0.05,0.056,-9999.0,0.001,0.001,0.006,0.02,-9999.0,nd,-9999.0,0.64,0.075,0.188,0.828,0.263,0.454,0.903,0.306,1.01,0.71,0.29,2.43,0.08,0.92,0.5,0.34,0.28,0.38,0.44,0.22,None
93HG_164,CAR-164,164,1,4,20091208,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.2968,2009,12,8,1380,2009-12-08T04:35:00,04:35,05:06,09:04,09:35,2009-12-08T09:05:00,C164_1_4_8,40,1.005,0.164,0.269,0.041,nd,nd,0.024,0.074,0.003,0.022,-9999.0,0.366,-9999.0,0.02,0.906,0.088,0.01,nd,nd,0.066,0.098,nd,nd,0.115,0.154,-9999.0,0.003,0.001,0.016,0.065,-9999.0,nd,-9999.0,1.438,0.086,0.464,1.902,0.55,0.983,1.988,0.651,0.98,0.84,0.16,2.61,0.04,0.96,0.51,0.56,0.16,0.28,0.858,0.705,None
93HG_164,CAR-164,164,1,4,20091208,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.2968,2009,12,8,1380,2009-12-08T04:35:00,04:35,05:06,09:04,09:35,2009-12-08T09:05:00,C164_1_4_10,55,0.273,0.097,0.081,0.019,nd,nd,0.016,0.039,0.002,0.006,-9999.0,0.068,-9999.0,0.009,0.227,0.044,0.002,nd,nd,0.025,0.072,nd,nd,0.031,0.05,-9999.0,-9999.0,-9999.0,0.007,0.021,-9999.0,nd,-9999.0,0.451,0.036,0.123,0.574,0.159,0.337,0.61,0.231,1.23,0.77,0.23,2.84,0.06,0.94,0.45,0.29,0.25,0.46,0.22,0.37,None
93HG_164,CAR-164,164,1,4,20091208,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.2968,2009,12,8,1380,2009-12-08T04:35:00,04:35,05:06,09:04,09:35,2009-12-08T09:05:00,C164_1_4_11,75,0.053,0.033,0.013,0.005,nd,nd,0.005,0.009,-9999.0,0.001,-9999.0,0.012,-9999.0,0.002,0.043,0.01,-9999.0,nd,nd,0.007,0.026,nd,nd,0.005,0.008,-9999.0,-9999.0,-9999.0,-9999.0,0.003,-9999.0,nd,-9999.0,0.099,0.008,0.026,0.125,0.034,0.08,0.133,0.061,1.51,0.76,0.24,2.91,0.06,0.94,0.4,0.2,0.23,0.57,0.06,0.11,None
93HG_164,CAR-164,164,1,4,20091208,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.2968,2009,12,8,1380,2009-12-08T04:35:00,04:35,05:06,09:04,09:35,2009-12-08T09:05:00,C164_1_4_12,100,0.036,0.017,0.009,0.003,nd,nd,0.004,0.006,-9999.0,0.001,-9999.0,0.01,-9999.0,0.001,0.031,0.005,-9999.0,nd,nd,0.004,0.013,nd,nd,0.003,0.006,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.062,0.005,0.02,0.082,0.025,0.051,0.087,0.038,1.42,0.8,0.2,2.48,0.06,0.94,0.41,0.26,0.26,0.47,0.04,0.1,None
93HG_165,CAR-165,165,1,4,20100107,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4035,10.2931,2010,1,7,1380,2010-01-12T04:46:00,04:46,05:05,09:15,09:34,2010-01-12T09:16:00,C165_1_4_1,1,0.263,0.046,0.029,0.019,nd,nd,0.004,0.03,0.003,0.005,-9999.0,0.009,0.006,0.058,0.256,0.008,-9999.0,nd,nd,0.046,-9999.0,nd,nd,0.014,0.015,-9999.0,0.005,0.003,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.338,0.085,0.049,0.387,0.134,0.209,0.472,0.156,0.79,0.37,0.63,2.52,0.18,0.82,0.56,0.1,0.24,0.67,0.23,0.18,None
93HG_165,CAR-165,165,1,4,20100107,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4035,10.2931,2010,1,7,1380,2010-01-12T04:46:00,04:46,05:05,09:15,09:34,2010-01-12T09:16:00,C165_1_4_1,1,0.262,0.044,0.026,0.02,nd,nd,0.005,0.028,0.002,0.004,-9999.0,0.01,0.004,0.058,0.253,0.008,-9999.0,nd,nd,0.044,-9999.0,nd,nd,0.012,0.014,-9999.0,0.003,0.002,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.332,0.084,0.047,0.379,0.131,0.201,0.463,0.151,0.77,0.36,0.64,2.53,0.18,0.82,0.57,0.09,0.23,0.68,0.23,0.18,None
93HG_165,CAR-165,165,1,4,20100107,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4035,10.2931,2010,1,7,1380,2010-01-12T04:46:00,04:46,05:05,09:15,09:34,2010-01-12T09:16:00,C165_1_4_3,7,0.282,0.049,0.029,0.023,nd,nd,0.005,0.034,0.003,0.007,-9999.0,0.01,0.006,0.065,0.274,0.008,-9999.0,nd,nd,0.045,0.004,nd,nd,0.014,0.015,-9999.0,0.004,0.003,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.36,0.098,0.055,0.415,0.153,0.231,0.513,0.172,0.82,0.36,0.64,2.35,0.19,0.81,0.55,0.09,0.24,0.66,0.22,0.18,None
93HG_165,CAR-165,165,1,4,20100107,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4035,10.2931,2010,1,7,1380,2010-01-12T04:46:00,04:46,05:05,09:15,09:34,2010-01-12T09:16:00,C165_1_4_5,15,0.269,0.048,0.031,0.019,nd,nd,0.004,0.03,0.002,0.004,-9999.0,0.01,0.007,0.055,0.261,0.008,-9999.0,nd,nd,0.048,-9999.0,nd,nd,0.016,0.015,-9999.0,0.004,0.003,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.348,0.08,0.051,0.399,0.131,0.21,0.479,0.156,0.78,0.39,0.61,2.66,0.17,0.83,0.56,0.11,0.23,0.66,0.25,0.18,None
93HG_165,CAR-165,165,1,4,20100107,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4035,10.2931,2010,1,7,1380,2010-01-12T04:46:00,04:46,05:05,09:15,09:34,2010-01-12T09:16:00,C165_1_4_7,25,0.258,0.044,0.025,0.017,nd,nd,0.003,0.021,0.002,0.004,-9999.0,0.007,0.01,0.048,0.25,0.008,-9999.0,nd,nd,0.044,-9999.0,nd,nd,0.012,0.013,-9999.0,0.002,0.002,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.327,0.071,0.041,0.368,0.112,0.181,0.439,0.135,0.7,0.37,0.63,2.92,0.16,0.84,0.59,0.13,0.19,0.68,0.26,0.2,None
93HG_165,CAR-165,165,1,4,20100107,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4035,10.2931,2010,1,7,1380,2010-01-12T04:46:00,04:46,05:05,09:15,09:34,2010-01-12T09:16:00,C165_1_4_7,25,0.256,0.043,0.026,0.017,nd,nd,0.004,0.022,0.002,0.004,-9999.0,0.007,0.011,0.048,0.248,0.008,-9999.0,nd,nd,0.043,-9999.0,nd,nd,0.014,0.012,-9999.0,0.003,0.002,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.325,0.071,0.044,0.369,0.115,0.184,0.44,0.137,0.72,0.38,0.62,2.83,0.16,0.84,0.58,0.13,0.2,0.66,0.26,0.2,None
93HG_165,CAR-165,165,1,4,20100107,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4035,10.2931,2010,1,7,1380,2010-01-12T04:46:00,04:46,05:05,09:15,09:34,2010-01-12T09:16:00,C165_1_4_9,35,0.829,0.291,0.17,0.031,nd,nd,0.03,0.142,0.017,0.014,-9999.0,0.065,0.02,0.033,0.764,0.062,0.003,nd,nd,0.248,0.043,nd,nd,0.073,0.097,-9999.0,0.014,0.005,0.014,0.036,-9999.0,nd,-9999.0,1.29,0.095,0.257,1.547,0.352,0.813,1.642,0.598,0.98,0.73,0.27,3.66,0.06,0.94,0.5,0.14,0.32,0.54,0.62,0.76,None
93HG_165,CAR-165,165,1,4,20100107,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4035,10.2931,2010,1,7,1380,2010-01-12T04:46:00,04:46,05:05,09:15,09:34,2010-01-12T09:16:00,C165_1_4_10,55,0.386,0.096,0.134,0.013,nd,nd,0.039,0.141,0.003,0.01,-9999.0,0.04,0.007,0.006,0.364,0.02,0.002,nd,nd,0.067,0.029,nd,nd,0.045,0.089,-9999.0,0.004,0.001,0.007,-9999.0,-9999.0,nd,-9999.0,0.616,0.032,0.227,0.843,0.259,0.489,0.875,0.332,1.27,0.88,0.12,2.38,0.04,0.96,0.44,0.14,0.55,0.31,0.25,0.36,None
93HG_165,CAR-165,165,1,4,20100107,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4035,10.2931,2010,1,7,1380,2010-01-12T04:46:00,04:46,05:05,09:15,09:34,2010-01-12T09:16:00,C165_1_4_11,75,0.136,0.06,0.053,0.007,nd,nd,0.014,0.042,-9999.0,0.004,-9999.0,0.027,-9999.0,0.002,0.124,0.013,-9999.0,nd,nd,0.026,0.034,nd,nd,0.017,0.036,-9999.0,0.001,-9999.0,0.007,0.02,-9999.0,nd,-9999.0,0.249,0.013,0.083,0.332,0.096,0.209,0.345,0.145,1.54,0.86,0.14,2.59,0.04,0.96,0.39,0.19,0.39,0.43,0.14,0.26,None
93HG_165,CAR-165,165,1,4,20100107,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4035,10.2931,2010,1,7,1380,2010-01-12T04:46:00,04:46,05:05,09:15,09:34,2010-01-12T09:16:00,C165_1_4_12,100,0.042,0.023,0.013,0.003,nd,nd,0.004,0.01,-9999.0,0.001,-9999.0,0.008,-9999.0,-9999.0,0.038,0.004,-9999.0,nd,nd,0.01,0.013,nd,nd,0.004,0.009,-9999.0,-9999.0,-9999.0,0.004,0.006,-9999.0,nd,-9999.0,0.078,0.004,0.022,0.1,0.026,0.062,0.104,0.045,1.48,0.85,0.15,3.0,0.04,0.96,0.4,0.18,0.31,0.51,0.07,0.07,None
93HG_166,CAR-166,166,1,4,20100211,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.41,10.2946,2010,2,11,1380,2010-02-11T05:00:00,05:00,05:21,09:29,09:50,2010-02-11T09:30:00,C166_1_4_1,1,4.35,0.02,1.195,0.107,nd,nd,0.014,0.056,0.006,0.119,0.006,2.037,-9999.0,0.002,3.355,-9999.0,0.995,nd,nd,0.02,-9999.0,nd,nd,0.853,0.342,-9999.0,0.006,0.007,0.17,0.524,-9999.0,nd,-9999.0,5.565,0.24,2.107,7.672,2.347,3.562,7.912,2.135,0.82,0.9,0.1,2.37,0.03,0.97,0.55,0.95,0.04,0.01,3.5,2.35,None
93HG_166,CAR-166,166,1,4,20100211,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.41,10.2946,2010,2,11,1380,2010-02-11T05:00:00,05:00,05:21,09:29,09:50,2010-02-11T09:30:00,C166_1_4_1,1,4.644,0.024,1.156,0.111,nd,nd,0.014,0.054,0.006,0.121,0.015,2.068,-9999.0,0.003,3.613,-9999.0,1.031,nd,nd,0.024,-9999.0,nd,nd,0.803,0.353,-9999.0,0.005,0.007,0.169,0.376,-9999.0,nd,-9999.0,5.824,0.256,2.136,7.96,2.392,3.572,8.216,2.169,0.77,0.89,0.11,2.43,0.03,0.97,0.57,0.95,0.03,0.01,3.5,2.35,None
93HG_166,CAR-166,166,1,4,20100211,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.41,10.2946,2010,2,11,1380,2010-02-11T05:00:00,05:00,05:21,09:29,09:50,2010-02-11T09:30:00,C166_1_4_3,7,4.154,0.02,1.146,0.102,nd,nd,0.014,0.056,0.007,0.116,0.006,1.972,-9999.0,-9999.0,3.147,-9999.0,1.007,nd,nd,0.02,-9999.0,nd,nd,0.81,0.336,-9999.0,0.006,0.007,0.165,0.512,-9999.0,nd,-9999.0,5.32,0.231,2.042,7.362,2.273,3.439,7.593,2.069,0.83,0.9,0.1,2.34,0.03,0.97,0.55,0.95,0.04,0.01,3.7,2.69,None
93HG_166,CAR-166,166,1,4,20100211,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.41,10.2946,2010,2,11,1380,2010-02-11T05:00:00,05:00,05:21,09:29,09:50,2010-02-11T09:30:00,C166_1_4_5,15,4.413,0.021,1.229,0.108,nd,nd,0.015,0.057,0.007,0.123,0.006,2.085,-9999.0,-9999.0,3.298,-9999.0,1.115,nd,nd,0.021,-9999.0,nd,nd,0.868,0.361,-9999.0,0.006,0.007,0.175,0.536,-9999.0,nd,-9999.0,5.663,0.244,2.157,7.82,2.401,3.651,8.064,2.185,0.83,0.9,0.1,2.36,0.03,0.97,0.55,0.95,0.04,0.01,2.93,1.84,None
93HG_166,CAR-166,166,1,4,20100211,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.41,10.2946,2010,2,11,1380,2010-02-11T05:00:00,05:00,05:21,09:29,09:50,2010-02-11T09:30:00,C166_1_4_7,25,1.952,0.021,0.434,0.061,nd,nd,-9999.0,0.013,0.045,0.049,0.003,0.716,-9999.0,-9999.0,1.526,-9999.0,0.425,nd,nd,0.021,-9999.0,nd,nd,0.289,0.145,-9999.0,-9999.0,0.003,0.247,0.618,-9999.0,nd,-9999.0,2.407,0.158,0.729,3.136,0.887,1.342,3.294,0.795,0.69,0.82,0.18,2.71,0.05,0.95,0.59,0.9,0.07,0.03,1.7,1.41,None
93HG_166,CAR-166,166,1,4,20100211,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.41,10.2946,2010,2,11,1380,2010-02-11T05:00:00,05:00,05:21,09:29,09:50,2010-02-11T09:30:00,C166_1_4_9,35,0.203,0.017,0.047,0.009,nd,nd,0.003,0.008,0.006,0.006,-9999.0,0.075,-9999.0,0.001,0.175,0.003,0.025,nd,nd,0.008,0.009,nd,nd,0.028,0.019,-9999.0,-9999.0,-9999.0,0.042,0.112,-9999.0,nd,-9999.0,0.267,0.022,0.086,0.353,0.108,0.172,0.375,0.11,0.85,0.8,0.2,2.47,0.06,0.94,0.54,0.68,0.15,0.16,0.21,0.36,None
93HG_166,CAR-166,166,1,4,20100211,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.41,10.2946,2010,2,11,1380,2010-02-11T05:00:00,05:00,05:21,09:29,09:50,2010-02-11T09:30:00,C166_1_4_10,55,0.082,0.011,0.023,0.005,nd,nd,0.003,0.008,-9999.0,0.003,-9999.0,0.037,-9999.0,0.001,0.075,-9999.0,0.006,nd,nd,0.008,0.003,nd,nd,0.011,0.012,-9999.0,-9999.0,-9999.0,0.021,0.059,-9999.0,nd,-9999.0,0.116,0.009,0.048,0.164,0.057,0.091,0.173,0.06,1.11,0.84,0.16,2.04,0.05,0.95,0.47,0.62,0.18,0.2,0.1,0.2,None
93HG_167,CAR-167,167,1,4,20100309,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.3001,2010,3,9,1380,2010-03-09T04:43:00,04:43,05:18,09:12,09:47,2010-03-09T09:13:00,C167_1_4_1,1,0.183,0.015,0.023,0.017,nd,nd,0.006,0.024,-9999.0,0.004,-9999.0,0.005,0.005,0.064,0.127,0.056,-9999.0,nd,nd,0.008,0.007,nd,nd,0.012,0.011,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.221,0.085,0.04,0.261,0.125,0.163,0.346,0.119,0.89,0.32,0.68,1.77,0.25,0.75,0.53,0.08,0.25,0.66,0.15,0.1,None
93HG_167,CAR-167,167,1,4,20100309,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.3001,2010,3,9,1380,2010-03-09T04:43:00,04:43,05:18,09:12,09:47,2010-03-09T09:13:00,C167_1_4_3,7,0.185,0.015,0.024,0.017,nd,nd,0.006,0.025,-9999.0,0.005,-9999.0,0.006,0.006,0.064,0.128,0.054,0.003,nd,nd,0.008,0.007,nd,nd,0.013,0.011,-9999.0,-9999.0,0.001,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.224,0.086,0.043,0.267,0.129,0.168,0.353,0.122,0.91,0.33,0.67,1.74,0.24,0.76,0.52,0.1,0.25,0.65,0.16,0.14,None
93HG_167,CAR-167,167,1,4,20100309,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.3001,2010,3,9,1380,2010-03-09T04:43:00,04:43,05:18,09:12,09:47,2010-03-09T09:13:00,C167_1_4_3,7,0.169,0.015,0.02,0.015,nd,nd,0.005,0.024,-9999.0,0.004,-9999.0,0.004,0.004,0.062,0.116,0.054,-9999.0,nd,nd,0.008,0.007,nd,nd,0.01,0.01,-9999.0,-9999.0,0.001,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.204,0.081,0.037,0.241,0.118,0.153,0.322,0.114,0.91,0.31,0.69,1.73,0.25,0.75,0.52,0.07,0.25,0.68,0.16,0.14,None
93HG_167,CAR-167,167,1,4,20100309,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.3001,2010,3,9,1380,2010-03-09T04:43:00,04:43,05:18,09:12,09:47,2010-03-09T09:13:00,C167_1_4_5,15,0.177,0.018,0.02,0.015,nd,nd,0.005,0.022,-9999.0,0.004,-9999.0,0.004,0.006,0.061,0.109,0.068,-9999.0,nd,nd,0.009,0.009,nd,nd,0.01,0.01,-9999.0,-9999.0,0.001,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.215,0.08,0.037,0.252,0.117,0.155,0.332,0.116,0.88,0.32,0.68,1.84,0.24,0.76,0.53,0.09,0.23,0.68,0.15,0.14,None
93HG_167,CAR-167,167,1,4,20100309,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.3001,2010,3,9,1380,2010-03-09T04:43:00,04:43,05:18,09:12,09:47,2010-03-09T09:13:00,C167_1_4_7,25,0.161,0.019,0.019,0.013,nd,nd,0.005,0.019,-9999.0,0.003,-9999.0,0.003,0.004,0.043,0.102,0.058,-9999.0,nd,nd,0.011,0.008,nd,nd,0.01,0.009,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,-9999.0,nd,-9999.0,0.199,0.059,0.031,0.23,0.09,0.128,0.289,0.093,0.8,0.34,0.66,2.21,0.2,0.8,0.56,0.08,0.26,0.67,0.13,0.15,None
93HG_167,CAR-167,167,1,4,20100309,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.3001,2010,3,9,1380,2010-03-09T04:43:00,04:43,05:18,09:12,09:47,2010-03-09T09:13:00,C167_1_4_9,35,0.682,0.161,0.192,0.021,nd,nd,0.046,0.268,0.004,0.017,-9999.0,0.028,0.013,0.017,0.648,0.025,0.009,nd,nd,0.15,0.011,nd,nd,0.073,0.119,-9999.0,0.01,0.004,0.008,0.008,0.022,nd,-9999.0,1.035,0.059,0.355,1.39,0.414,0.767,1.449,0.537,1.12,0.86,0.14,2.5,0.04,0.96,0.47,0.08,0.59,0.33,0.48,0.59,None
93HG_167,CAR-167,167,1,4,20100309,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.3001,2010,3,9,1380,2010-03-09T04:43:00,04:43,05:18,09:12,09:47,2010-03-09T09:13:00,C167_1_4_10,55,0.5,0.177,0.144,0.018,nd,nd,0.052,0.138,0.007,0.01,-9999.0,0.032,0.01,0.012,0.453,0.034,0.013,nd,nd,0.139,0.038,nd,nd,0.054,0.09,-9999.0,0.009,0.002,0.008,0.013,0.022,nd,-9999.0,0.821,0.047,0.232,1.053,0.279,0.6,1.1,0.428,1.2,0.83,0.17,2.94,0.04,0.96,0.45,0.1,0.46,0.44,0.29,0.54,None
93HG_167,CAR-167,167,1,4,20100309,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.3001,2010,3,9,1380,2010-03-09T04:43:00,04:43,05:18,09:12,09:47,2010-03-09T09:13:00,C167_1_4_11,75,0.294,0.136,0.091,0.019,nd,nd,0.04,0.084,0.004,0.007,-9999.0,0.028,0.005,0.009,0.248,0.046,-9999.0,nd,nd,0.053,0.083,nd,nd,0.033,0.058,-9999.0,0.003,-9999.0,0.005,0.005,0.008,nd,-9999.0,0.521,0.039,0.157,0.678,0.196,0.423,0.717,0.306,1.44,0.8,0.2,2.66,0.05,0.95,0.41,0.11,0.42,0.47,0.18,0.5,None
93HG_167,CAR-167,167,1,4,20100309,Horn Point Laboratory (HPL; Crystal Thomas),-64.67,10.5,-64.4019,10.3001,2010,3,9,1380,2010-03-09T04:43:00,04:43,05:18,09:12,09:47,2010-03-09T09:13:00,C167_1_4_12,100,0.13,0.032,0.033,0.007,nd,nd,0.009,0.018,0.002,0.003,-9999.0,0.044,-9999.0,0.002,0.121,0.008,-9999.0,nd,nd,0.013,0.019,nd,nd,0.017,0.016,-9999.0,-9999.0,-9999.0,0.009,0.016,0.002,nd,-9999.0,0.195,0.014,0.071,0.266,0.085,0.15,0.28,0.107,1.15,0.84,0.16,2.29,0.05,0.95,0.46,0.41,0.27,0.32,0.12,0.24,None
